,age,ratings,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,is_weekend,pickup_time_minutes,order_time_of_day,distance,distance_type
42076,37.0,5.0,windy,low,0,drinks,motorcycle,1.0,no,urban,22,0,5.0,night,14.022476786450992,long
42078,37.0,4.5,stormy,low,0,buffet,motorcycle,0.0,no,metropolitian,23,0,5.0,night,16.902001940859687,very_long
42079,38.0,4.9,cloudy,jam,1,meal,motorcycle,1.0,no,metropolitian,30,0,5.0,night,7.761726486394523,medium
42080,34.0,4.9,stormy,low,2,meal,motorcycle,1.0,no,urban,27,1,15.0,morning,1.4906380442411205,short
42081,36.0,5.0,sunny,high,1,buffet,motorcycle,0.0,no,metropolitian,21,0,15.0,afternoon,6.232341754608859,medium
42082,39.0,4.8,fog,medium,1,meal,scooter,1.0,no,metropolitian,44,0,5.0,afternoon,10.90628903651029,long
42083,23.0,5.0,stormy,medium,0,meal,motorcycle,1.0,no,metropolitian,16,0,10.0,afternoon,6.210169290102755,medium
42085,20.0,4.6,stormy,low,0,buffet,motorcycle,1.0,no,metropolitian,21,0,5.0,night,13.789066440485813,long
42086,38.0,4.7,sunny,low,1,snack,motorcycle,1.0,no,urban,19,0,10.0,night,13.973037056670602,long
42087,30.0,4.8,sunny,low,1,meal,scooter,1.0,no,urban,16,1,5.0,night,9.182882169250194,medium
42089,39.0,4.3,windy,medium,2,buffet,scooter,0.0,no,metropolitian,32,0,5.0,evening,13.788581570141362,long
42090,38.0,4.3,stormy,jam,0,drinks,motorcycle,1.0,yes,metropolitian,45,0,15.0,evening,7.601245065529116,medium
42091,26.0,4.8,fog,high,2,buffet,motorcycle,1.0,no,metropolitian,21,0,15.0,morning,2.9372227514154003,short
42092,35.0,5.0,fog,jam,0,snack,motorcycle,1.0,yes,metropolitian,47,0,10.0,evening,10.806365520889612,long
42093,34.0,4.0,windy,high,1,meal,scooter,1.0,no,urban,32,0,10.0,morning,6.058874461145507,medium
42094,20.0,4.8,sunny,low,0,drinks,motorcycle,0.0,no,metropolitian,24,0,10.0,night,10.565936169903516,long
42095,39.0,4.6,sunny,jam,2,drinks,scooter,1.0,no,metropolitian,22,1,5.0,evening,4.537922749289298,short
42098,34.0,4.9,sunny,medium,2,snack,electric_scooter,1.0,no,metropolitian,22,1,5.0,afternoon,4.46931202175492,short
42099,33.0,4.6,cloudy,jam,0,snack,motorcycle,1.0,no,metropolitian,26,0,5.0,evening,9.326428318803535,medium
42100,22.0,4.7,fog,medium,2,snack,motorcycle,1.0,no,metropolitian,27,1,15.0,afternoon,20.183481365845186,very_long
42101,39.0,3.9,sandstorms,jam,1,buffet,scooter,1.0,no,metropolitian,36,0,15.0,evening,12.161517993712033,long
42102,30.0,4.6,windy,low,0,snack,motorcycle,0.0,no,metropolitian,24,0,10.0,night,16.645616357823624,very_long
42103,23.0,4.4,stormy,low,0,drinks,motorcycle,1.0,no,urban,23,0,15.0,morning,1.5204704557283455,short
42104,35.0,4.7,stormy,jam,1,drinks,motorcycle,0.0,no,metropolitian,27,0,10.0,evening,9.088005113715143,medium
42105,26.0,3.9,sunny,high,0,buffet,motorcycle,1.0,yes,urban,49,0,5.0,morning,1.5299884479314707,short
42106,38.0,4.7,fog,jam,2,buffet,scooter,1.0,no,metropolitian,40,1,15.0,night,10.86627754255923,long
42107,24.0,4.6,stormy,jam,1,meal,scooter,1.0,no,metropolitian,23,0,15.0,evening,19.396008631752736,very_long
42108,27.0,4.7,cloudy,low,2,meal,scooter,1.0,no,metropolitian,12,1,10.0,morning,3.1210932007255985,short
42111,37.0,5.0,fog,jam,0,snack,motorcycle,2.0,yes,metropolitian,46,1,15.0,evening,20.181186875221297,very_long
42113,39.0,4.6,stormy,low,2,drinks,electric_scooter,1.0,no,metropolitian,20,0,5.0,morning,3.1090734109469933,short
42114,28.0,4.9,windy,medium,0,buffet,motorcycle,1.0,no,metropolitian,26,1,5.0,afternoon,13.680987399157162,long
42115,21.0,4.9,cloudy,jam,0,meal,motorcycle,0.0,no,urban,22,0,5.0,evening,7.460848120367809,medium
42116,20.0,4.9,sunny,high,2,buffet,electric_scooter,1.0,no,metropolitian,17,0,15.0,afternoon,6.05884411746293,medium
42117,27.0,5.0,cloudy,medium,2,buffet,scooter,1.0,no,metropolitian,17,0,5.0,evening,8.937919334801594,medium
42118,22.0,5.0,sunny,low,1,drinks,scooter,0.0,no,metropolitian,17,0,5.0,morning,1.5581369822072066,short
42119,21.0,5.0,fog,jam,1,drinks,motorcycle,1.0,no,urban,34,1,5.0,evening,7.648690101362526,medium
42120,33.0,4.7,sandstorms,jam,0,drinks,motorcycle,1.0,yes,metropolitian,46,0,5.0,evening,12.160999124282084,long
42121,30.0,4.9,cloudy,low,0,meal,motorcycle,1.0,no,urban,22,0,5.0,morning,1.5125654463644047,short
42122,24.0,4.5,sandstorms,low,0,snack,motorcycle,0.0,no,metropolitian,17,0,5.0,night,16.606416161294955,very_long
42123,27.0,4.6,cloudy,jam,1,meal,motorcycle,1.0,no,metropolitian,43,1,10.0,night,10.724189700859583,long
42124,39.0,4.5,cloudy,jam,0,meal,motorcycle,0.0,yes,metropolitian,51,1,15.0,evening,19.917359352866203,very_long
42125,31.0,4.8,stormy,jam,2,snack,electric_scooter,1.0,no,metropolitian,27,0,5.0,night,4.6741517745550425,short
42126,32.0,4.9,fog,jam,2,meal,motorcycle,0.0,no,metropolitian,28,0,15.0,evening,9.076358225887674,medium
42127,36.0,4.6,sandstorms,medium,2,buffet,electric_scooter,1.0,no,metropolitian,31,0,10.0,afternoon,9.060372371427242,medium
42128,35.0,4.6,sunny,medium,0,buffet,motorcycle,1.0,no,urban,30,1,15.0,afternoon,17.097651549864548,very_long
42129,34.0,4.8,stormy,medium,1,drinks,scooter,1.0,no,metropolitian,21,1,5.0,evening,12.42075005031367,long
42130,30.0,5.0,fog,high,0,meal,motorcycle,1.0,no,urban,31,0,5.0,afternoon,6.232139486668102,medium
42131,22.0,4.6,sunny,low,1,meal,motorcycle,0.0,no,metropolitian,29,0,5.0,night,19.975696041451314,very_long
42132,35.0,4.9,sunny,medium,1,buffet,scooter,1.0,no,metropolitian,21,1,15.0,evening,9.076358225887674,medium
42133,29.0,4.6,windy,low,2,meal,scooter,0.0,no,metropolitian,12,0,15.0,night,10.588906536688087,long
42135,38.0,4.9,windy,jam,0,meal,motorcycle,2.0,yes,metropolitian,51,0,15.0,evening,19.884989093916975,very_long
42136,23.0,4.7,sandstorms,jam,2,snack,electric_scooter,1.0,no,metropolitian,12,0,15.0,evening,9.326651352175272,medium
42138,39.0,4.9,sunny,jam,0,buffet,motorcycle,1.0,no,metropolitian,23,0,15.0,night,7.649724402449684,medium
42140,21.0,4.6,windy,medium,2,buffet,scooter,1.0,no,urban,26,1,15.0,afternoon,10.880905305082543,long
42141,33.0,4.8,cloudy,medium,2,meal,scooter,0.0,no,metropolitian,17,0,15.0,afternoon,5.9528620675053885,medium
42142,20.0,4.2,fog,medium,2,drinks,scooter,1.0,no,metropolitian,32,1,5.0,evening,17.137879924186517,very_long
42143,21.0,4.5,stormy,medium,1,snack,scooter,1.0,no,metropolitian,21,1,15.0,evening,19.97462742500737,very_long
42144,30.0,4.8,fog,high,2,buffet,motorcycle,1.0,no,metropolitian,27,0,5.0,afternoon,6.242483180719672,medium
42145,32.0,4.8,windy,low,2,snack,motorcycle,1.0,no,metropolitian,26,0,15.0,night,9.220397882984718,medium
42146,24.0,4.6,windy,high,1,snack,motorcycle,0.0,no,urban,15,1,15.0,morning,1.4981529749942657,short
42147,35.0,4.9,sandstorms,medium,2,meal,electric_scooter,0.0,no,urban,29,1,5.0,afternoon,7.600990561376191,medium
42148,30.0,3.8,fog,low,2,drinks,scooter,0.0,no,metropolitian,31,0,10.0,night,16.903050893204163,very_long
42149,34.0,4.4,windy,jam,1,snack,scooter,0.0,no,metropolitian,44,0,5.0,evening,16.903843893839564,very_long
42150,38.0,4.9,sunny,low,1,buffet,motorcycle,0.0,no,metropolitian,19,1,15.0,morning,1.4898423067405666,short
42151,34.0,4.7,fog,jam,1,drinks,motorcycle,2.0,yes,metropolitian,42,0,15.0,night,19.36338289365832,very_long
42152,38.0,4.9,sandstorms,jam,1,snack,scooter,1.0,no,metropolitian,30,1,15.0,night,19.65875217196504,very_long
42153,28.0,4.7,cloudy,medium,0,drinks,motorcycle,0.0,no,metropolitian,25,0,15.0,afternoon,6.218076509100711,medium
42154,32.0,4.5,sunny,low,1,meal,scooter,0.0,no,urban,15,0,5.0,night,12.292848945038811,long
42155,36.0,4.7,cloudy,medium,2,snack,motorcycle,2.0,no,metropolitian,40,0,15.0,afternoon,13.972751063504559,long
42157,20.0,4.8,fog,jam,0,snack,motorcycle,1.0,no,metropolitian,35,1,5.0,evening,16.72115728076054,very_long
42158,34.0,5.0,cloudy,medium,1,buffet,scooter,1.0,no,metropolitian,15,0,5.0,evening,4.663344843093785,short
42159,25.0,4.0,windy,low,0,snack,motorcycle,1.0,no,urban,27,1,15.0,morning,3.0408160982095778,short
42160,36.0,4.7,stormy,high,2,meal,scooter,1.0,no,metropolitian,31,0,10.0,morning,1.5293087736834532,short
42161,27.0,4.5,cloudy,jam,0,snack,motorcycle,0.0,no,metropolitian,22,1,10.0,night,9.179276688028636,medium
42162,39.0,4.4,sandstorms,low,0,meal,motorcycle,1.0,no,metropolitian,21,0,15.0,morning,3.1050835221086417,short
42163,28.0,4.4,windy,jam,0,meal,motorcycle,1.0,no,metropolitian,35,1,10.0,night,19.688340311678566,very_long
42165,32.0,5.0,stormy,jam,0,drinks,motorcycle,0.0,yes,metropolitian,47,1,5.0,evening,9.121874253616898,medium
42166,20.0,4.8,sunny,medium,0,buffet,motorcycle,1.0,no,metropolitian,18,0,15.0,evening,13.68092007746041,long
42168,38.0,3.8,cloudy,low,2,buffet,scooter,1.0,no,metropolitian,32,1,10.0,night,20.207797933358158,very_long
42169,39.0,4.1,sandstorms,low,0,buffet,motorcycle,1.0,no,metropolitian,20,1,15.0,night,7.660957436559021,medium
42170,36.0,4.7,sandstorms,medium,0,drinks,motorcycle,1.0,no,urban,28,0,5.0,evening,7.546817179242812,medium
42171,38.0,4.4,sandstorms,high,1,snack,scooter,1.0,no,metropolitian,33,1,10.0,afternoon,6.210946741810896,medium
42173,35.0,4.3,windy,jam,2,snack,electric_scooter,0.0,no,urban,39,0,15.0,evening,10.683661785356074,long
42174,20.0,4.7,windy,low,2,snack,scooter,0.0,no,urban,11,1,5.0,night,8.938588654178497,medium
42176,29.0,4.8,sandstorms,jam,1,snack,motorcycle,1.0,no,metropolitian,15,0,10.0,evening,11.91657558009644,long
42177,24.0,4.8,windy,jam,1,drinks,motorcycle,1.0,no,metropolitian,22,0,5.0,evening,19.914688541860013,very_long
42179,39.0,4.8,cloudy,high,1,meal,motorcycle,1.0,no,metropolitian,29,1,5.0,morning,1.520309052937885,short
42180,37.0,4.0,stormy,medium,1,drinks,motorcycle,1.0,no,metropolitian,31,0,15.0,afternoon,7.562478890452318,medium
42181,28.0,4.1,sandstorms,low,0,snack,motorcycle,0.0,no,metropolitian,27,1,5.0,morning,1.5125746930783428,short
42183,28.0,4.6,fog,low,1,meal,motorcycle,0.0,no,metropolitian,29,0,15.0,night,12.239035527316306,long
42184,23.0,4.9,cloudy,medium,1,snack,motorcycle,1.0,no,urban,29,0,5.0,afternoon,12.099096916817198,long
42185,36.0,3.0,sunny,low,0,meal,motorcycle,2.0,no,metropolitian,33,0,10.0,night,16.113171400944374,very_long
42186,28.0,4.7,stormy,jam,2,drinks,scooter,1.0,no,metropolitian,26,0,10.0,night,17.074879617078196,very_long
42187,33.0,4.7,sandstorms,low,2,snack,motorcycle,1.0,no,urban,17,0,15.0,night,20.83115412650988,very_long
42188,24.0,4.9,stormy,medium,2,drinks,motorcycle,0.0,no,metropolitian,20,1,10.0,afternoon,6.20919924806096,medium
42189,34.0,4.7,windy,medium,0,meal,motorcycle,1.0,no,metropolitian,47,1,5.0,evening,13.990536544120216,long
42190,26.0,4.5,cloudy,jam,1,snack,motorcycle,1.0,no,metropolitian,21,0,5.0,evening,7.7720962407184935,medium
42191,32.0,4.8,windy,low,1,meal,motorcycle,1.0,no,metropolitian,16,0,10.0,night,10.867473945951692,long
42193,23.0,4.7,stormy,low,2,buffet,scooter,0.0,no,metropolitian,12,0,5.0,night,9.315702005351538,medium
42194,28.0,4.6,cloudy,jam,1,buffet,scooter,1.0,no,metropolitian,34,0,5.0,evening,17.098593053938863,very_long
42195,31.0,4.6,windy,medium,1,snack,scooter,0.0,no,urban,22,1,5.0,afternoon,12.434913132379245,long
42196,34.0,4.7,stormy,medium,0,meal,motorcycle,2.0,no,metropolitian,39,0,15.0,afternoon,10.255192722113202,long
42197,36.0,4.8,fog,low,1,meal,scooter,1.0,no,metropolitian,16,1,10.0,morning,1.5526813140972442,short
42198,20.0,4.6,cloudy,medium,0,meal,motorcycle,0.0,no,metropolitian,28,0,10.0,evening,4.66364460686909,short
42199,33.0,4.2,stormy,jam,2,drinks,electric_scooter,1.0,no,urban,44,0,15.0,night,12.435238152054547,long
42201,20.0,4.7,sunny,high,1,meal,motorcycle,1.0,no,metropolitian,16,0,15.0,morning,1.5147941817694572,short
42202,36.0,4.8,sandstorms,low,2,buffet,scooter,1.0,no,metropolitian,20,1,15.0,night,20.851557402660557,very_long
42203,36.0,4.6,fog,low,2,meal,electric_scooter,0.0,no,metropolitian,25,0,15.0,night,16.600272418856072,very_long
42204,29.0,4.9,sandstorms,low,2,drinks,motorcycle,1.0,no,metropolitian,14,0,10.0,night,16.38598063528554,very_long
42205,30.0,4.0,cloudy,high,2,buffet,electric_scooter,0.0,no,metropolitian,39,0,15.0,morning,6.050438648835732,medium
42206,32.0,4.9,windy,low,1,meal,scooter,0.0,no,metropolitian,22,0,5.0,night,13.989695713800396,long
42207,38.0,4.5,sandstorms,low,1,snack,scooter,0.0,no,metropolitian,16,0,15.0,night,16.63541627418215,very_long
42208,27.0,4.8,sunny,jam,2,meal,motorcycle,1.0,no,urban,14,1,15.0,evening,20.178100872931342,very_long
42209,34.0,4.6,windy,jam,0,snack,motorcycle,1.0,no,urban,47,0,15.0,evening,19.362561679297382,very_long
42210,23.0,5.0,windy,jam,1,snack,motorcycle,1.0,no,metropolitian,18,0,10.0,evening,13.406473968860336,long
42211,20.0,4.9,sunny,low,1,meal,motorcycle,1.0,no,metropolitian,15,0,5.0,night,9.07484893630857,medium
42214,33.0,4.7,sandstorms,low,1,meal,scooter,1.0,no,urban,21,0,5.0,night,7.562333809640329,medium
42215,35.0,4.6,cloudy,low,1,buffet,motorcycle,1.0,no,metropolitian,19,1,15.0,morning,1.529743511582863,short
42216,29.0,4.1,sunny,jam,0,drinks,motorcycle,1.0,no,metropolitian,42,1,15.0,evening,4.544215521132343,short
42217,32.0,4.7,sunny,low,2,meal,electric_scooter,1.0,no,metropolitian,16,0,10.0,night,10.867232952679457,long
42218,30.0,4.2,sunny,jam,1,snack,scooter,1.0,no,urban,31,0,5.0,night,13.405500819756533,long
42219,24.0,5.0,cloudy,low,0,meal,motorcycle,1.0,no,metropolitian,24,0,5.0,night,4.590769055748738,short
42220,20.0,4.6,cloudy,medium,1,snack,motorcycle,1.0,no,urban,16,1,10.0,evening,4.589965403039351,short
42221,27.0,4.7,cloudy,jam,0,snack,motorcycle,1.0,no,metropolitian,29,0,5.0,night,9.31563208704705,medium
42222,28.0,4.3,sunny,high,0,meal,motorcycle,0.0,no,metropolitian,50,1,10.0,morning,6.050486021641428,medium
42223,35.0,4.9,sandstorms,low,0,meal,motorcycle,0.0,no,metropolitian,22,1,15.0,night,12.419634114062013,long
42224,26.0,4.7,sunny,high,2,buffet,scooter,0.0,no,metropolitian,17,0,5.0,morning,1.489777721651655,short
42225,36.0,4.6,cloudy,jam,0,meal,motorcycle,1.0,no,metropolitian,46,0,10.0,evening,13.788581570141362,long
42226,39.0,3.9,fog,low,1,drinks,motorcycle,1.0,no,metropolitian,38,0,5.0,night,13.97121661678327,long
42227,30.0,5.0,sunny,low,2,drinks,scooter,1.0,no,metropolitian,19,0,5.0,morning,1.5125976112065025,short
42228,24.0,4.7,cloudy,low,1,meal,motorcycle,0.0,no,urban,21,0,15.0,night,20.176709024393567,very_long
42229,24.0,4.9,stormy,medium,2,snack,scooter,1.0,no,metropolitian,17,0,15.0,evening,12.419724873245404,long
42230,27.0,4.9,fog,low,0,meal,motorcycle,1.0,no,metropolitian,23,1,5.0,morning,3.121088297487764,short
42231,27.0,4.6,sandstorms,medium,2,drinks,scooter,1.0,no,urban,28,0,5.0,evening,20.178100872931342,very_long
42232,30.0,4.9,stormy,low,1,drinks,scooter,1.0,no,metropolitian,21,1,15.0,night,10.756273454297123,long
42233,26.0,4.7,stormy,medium,0,buffet,motorcycle,1.0,no,metropolitian,36,1,15.0,evening,13.789707457540985,long
42234,22.0,4.5,windy,jam,1,buffet,motorcycle,1.0,no,metropolitian,26,0,5.0,evening,9.363987776579894,medium
42235,28.0,4.7,windy,jam,0,buffet,motorcycle,0.0,no,metropolitian,29,0,15.0,night,7.600983953739401,medium
42236,27.0,5.0,sandstorms,medium,1,meal,motorcycle,1.0,no,metropolitian,18,0,5.0,afternoon,17.13749142638821,very_long
42237,24.0,4.8,sunny,medium,1,drinks,motorcycle,0.0,no,urban,16,1,15.0,afternoon,9.121350389794664,medium
42240,32.0,4.8,sandstorms,low,1,meal,scooter,1.0,no,metropolitian,20,0,15.0,night,12.257021346006622,long
42241,31.0,4.8,fog,jam,0,meal,motorcycle,0.0,no,urban,27,0,5.0,evening,4.537394871786294,short
42243,23.0,4.5,stormy,medium,0,snack,motorcycle,1.0,no,metropolitian,20,0,5.0,evening,9.059804963936873,medium
42245,28.0,4.9,cloudy,low,1,drinks,motorcycle,1.0,no,urban,29,0,10.0,night,10.906470984869689,long
42246,29.0,4.7,windy,jam,1,drinks,scooter,0.0,no,metropolitian,23,0,10.0,evening,12.099354574706966,long
42247,27.0,4.5,sandstorms,high,0,buffet,motorcycle,1.0,no,metropolitian,27,0,10.0,morning,3.105492716560946,short
42248,34.0,4.9,sunny,low,2,drinks,scooter,0.0,no,urban,19,0,10.0,morning,1.4883285022949022,short
42249,37.0,5.0,windy,jam,2,buffet,scooter,0.0,no,metropolitian,33,1,10.0,evening,7.601876617115989,medium
42250,31.0,4.6,fog,high,0,snack,motorcycle,1.0,no,metropolitian,26,0,5.0,morning,3.1162419915691593,short
42251,36.0,5.0,sunny,low,2,drinks,motorcycle,1.0,no,metropolitian,17,0,5.0,night,7.683782781592616,medium
42252,27.0,4.9,windy,jam,2,snack,motorcycle,1.0,no,metropolitian,26,1,15.0,night,11.90486548713048,long
42253,21.0,4.8,fog,medium,1,buffet,motorcycle,0.0,no,urban,13,0,10.0,evening,9.314115494737472,medium
42254,36.0,4.0,stormy,jam,0,meal,motorcycle,1.0,no,metropolitian,46,0,15.0,evening,10.586595268060286,long
42255,36.0,4.5,fog,medium,2,snack,scooter,1.0,no,metropolitian,15,0,5.0,afternoon,9.121425981981247,medium
42256,26.0,4.6,windy,jam,2,meal,scooter,1.0,no,urban,23,1,15.0,night,7.683740930982763,medium
42257,23.0,4.8,fog,jam,0,buffet,motorcycle,1.0,no,urban,29,0,10.0,evening,9.220397882984718,medium
42258,23.0,4.6,stormy,jam,2,drinks,motorcycle,1.0,no,urban,27,0,5.0,evening,16.65990378949706,very_long
42259,37.0,4.3,sandstorms,jam,1,drinks,scooter,0.0,no,metropolitian,34,1,10.0,night,4.590648124312415,short
42260,34.0,5.0,sandstorms,medium,1,buffet,motorcycle,1.0,no,urban,22,0,15.0,evening,10.90628903651029,long
42261,22.0,4.7,stormy,jam,2,meal,scooter,0.0,no,metropolitian,20,0,15.0,night,8.937863682516157,medium
42262,37.0,4.8,sandstorms,low,2,drinks,motorcycle,1.0,no,metropolitian,22,0,10.0,night,4.657672650623545,short
42263,38.0,3.7,sandstorms,jam,1,buffet,scooter,1.0,no,metropolitian,44,0,10.0,night,13.973142050149699,long
42264,36.0,5.0,cloudy,jam,1,drinks,motorcycle,1.0,no,metropolitian,31,0,15.0,evening,9.192290417405088,medium
42266,33.0,4.6,sunny,jam,1,meal,motorcycle,1.0,no,urban,18,0,15.0,evening,4.578992412219793,short
42267,35.0,4.9,stormy,jam,1,buffet,scooter,1.0,no,metropolitian,29,0,15.0,evening,9.313017158714828,medium
42268,37.0,4.9,sunny,low,2,buffet,electric_scooter,1.0,no,metropolitian,19,1,10.0,night,10.586888296813116,long
42269,21.0,4.5,cloudy,low,2,buffet,electric_scooter,0.0,no,metropolitian,18,0,5.0,morning,2.9794951426843785,short
42270,35.0,4.4,stormy,high,0,snack,motorcycle,1.0,no,metropolitian,45,0,15.0,afternoon,6.050084991996258,medium
42271,34.0,4.9,cloudy,jam,0,meal,motorcycle,2.0,no,metropolitian,44,0,10.0,evening,13.989512471854459,long
42272,21.0,5.0,sunny,medium,1,buffet,motorcycle,1.0,no,metropolitian,15,0,5.0,evening,12.256321133212229,long
42273,29.0,4.8,cloudy,jam,0,meal,motorcycle,2.0,no,metropolitian,43,1,10.0,night,12.418981672303648,long
42274,32.0,4.5,fog,low,1,drinks,motorcycle,1.0,no,metropolitian,19,0,10.0,morning,1.5147814055665174,short
42275,37.0,4.2,fog,high,0,drinks,motorcycle,2.0,no,urban,33,0,15.0,afternoon,5.959019072169318,medium
42276,32.0,3.7,stormy,medium,1,drinks,scooter,1.0,no,urban,35,0,5.0,evening,19.76218981785925,very_long
42277,36.0,5.0,cloudy,low,0,snack,motorcycle,1.0,no,metropolitian,43,0,15.0,night,10.564405615161895,long
42278,35.0,4.6,stormy,jam,2,drinks,scooter,1.0,no,metropolitian,29,1,15.0,evening,11.719793996060904,long
42281,39.0,5.0,fog,jam,2,snack,electric_scooter,1.0,no,metropolitian,39,0,10.0,evening,9.17785559642758,medium
42282,26.0,4.7,windy,jam,2,snack,motorcycle,0.0,no,urban,24,0,15.0,night,13.428041978466275,long
42283,28.0,4.9,windy,medium,0,drinks,motorcycle,1.0,no,metropolitian,14,1,5.0,evening,7.546670729116101,medium
42284,38.0,5.0,cloudy,medium,2,snack,scooter,2.0,no,metropolitian,42,0,15.0,evening,13.406506203190967,long
42285,38.0,3.4,sunny,low,0,meal,motorcycle,1.0,no,metropolitian,34,0,10.0,night,16.636808584025776,very_long
42287,25.0,4.8,windy,low,1,drinks,motorcycle,0.0,no,urban,11,0,15.0,morning,1.5100862762865221,short
42288,23.0,4.9,fog,jam,1,drinks,scooter,1.0,yes,metropolitian,42,0,5.0,night,10.5864846162781,long
42289,32.0,4.9,sunny,jam,2,drinks,scooter,0.0,no,metropolitian,19,1,5.0,evening,16.381598593369365,very_long
42290,20.0,5.0,sunny,medium,2,snack,electric_scooter,0.0,no,metropolitian,15,0,5.0,afternoon,4.610254758948449,short
42291,39.0,4.8,sunny,high,1,buffet,motorcycle,0.0,no,urban,18,0,10.0,afternoon,6.210589610314177,medium
42294,36.0,4.7,sunny,medium,2,drinks,scooter,1.0,no,metropolitian,27,0,10.0,afternoon,12.418981672303648,long
42295,25.0,4.7,sandstorms,low,1,snack,scooter,0.0,no,metropolitian,19,0,15.0,night,10.90598905626876,long
42296,36.0,4.0,sandstorms,jam,1,buffet,motorcycle,1.0,no,metropolitian,32,0,5.0,night,9.22058182647967,medium
42298,33.0,4.1,stormy,jam,0,drinks,motorcycle,3.0,no,metropolitian,54,0,5.0,evening,14.022268860182423,long
42299,26.0,4.6,sunny,jam,1,snack,scooter,1.0,no,urban,14,0,5.0,night,9.178296996538572,medium
42300,37.0,4.5,fog,jam,2,drinks,scooter,0.0,no,urban,28,0,10.0,evening,7.447061074885405,medium
42301,35.0,4.2,cloudy,low,1,drinks,scooter,2.0,no,metropolitian,39,0,15.0,night,10.427571382480686,long
42302,30.0,4.9,cloudy,jam,1,snack,motorcycle,1.0,no,metropolitian,38,1,10.0,evening,19.976746466954737,very_long
42305,38.0,4.8,fog,jam,1,meal,scooter,1.0,no,metropolitian,35,0,10.0,evening,14.021756535050493,long
42307,32.0,4.9,sunny,jam,0,drinks,motorcycle,1.0,no,metropolitian,26,0,5.0,evening,12.100079055614344,long
